................................................................................................................X..............O...............XO.............OX.................................................................,.X
....................................................................................X................O..........X.OXX..........O.XO............XO.............OX.................................................................,.X
................................................................................................................X..............................XO.............OX.................................................................,.XOXXX...OXXXX
................................................................................................................X..XX..........O..O............XO.............OX.................................................................,.X
................................................................................................................X..X...........O..O............XO.............OX.................................................................,.X
................................................................................................................X..X...........O...............XO.............OX.................................................................,.X
....................................................................................X.............O..O..........X.OXX..........O.XO............XO.............OX.................................................................,.X
...............................................................................................................OX.XX..........X...............OXO.............OX...............XO..............O.................................,.O
...............................................................................................................OX.X...........................OXO.............OX...............X.................................................,.O
................................................................................................................X.............................OXO.............OX.................................................................,.OXX
...............................................................................................................OX.X...........X...............OXO.............OX...............X...............O.................................,.O
...............................................................................................................OX.XX..........X...............OXO.............OX...............XO..............O..............O..................,.O
...............................................................................................................OX.X...........................OXO.............OX.................................................................,.O
...............................................................................................................OX.X...........X...............OXO.............OX...............XO..............O.................................,.O
................................................................................................................X.X...........................OXO.............OX.................................................................,.O
...............................................................................................................OX.X...........................OXO.............OX...............X...............O.................................,.O
................................................................................................................X.............X...............OXO............XOX............O..O..........X......................................,.X
................................................................................................................X.............X...............OXO.............OX............O.............X......................................,.X
................................................................................................................X.............X...............OXO.............OX............O..O..........X......................................,.X
................................................................................................................X.............X...............OXO............XOX............O..O..........X...O..................................,.X
................................................................................................................X.............X...............OXO.............OX............O....................................................,.X
................................................................................................................X.............X...............OXO.............OX.................................................................,.XX
................................................................................................................X.............X...............OXO............XOX............O.XO..........X...O..................................,.X
................................................................................................................X.............X...............OXO............XOXO...........O.XO..........X...O..................................,.X
...............................................................................................................OX.............X...XX........O.OXOX............OX...............O.................................................,.X
...............................................................................................................OX.............X...X...........OXO.............OX.................................................................,.X
...............................................................................................................OX.............X...X.........O.OXO.............OX.................................................................,.X
...............................................................................................................OX.............X...............OXO.............OX.................................................................,.X
...............................................................................................................OX.............X...X.........O.OXOX............OX.................................................................,.X
...............................................................................................................OX....O........X...XX........O.OXOX............OX...............O.................................................,.X
...............................................................................................................OX.............X...X.........O.OXOX............OX...............O.................................................,.X
................................................................................................................X..O.............XO...........OXO............XOX............X..O.................................................,.X
................................................................................................................X.................O...........OXO............XOX............X..O.................................................,.X
................................................................................................................X..O.............XO...........OXO............XOX...........XX..O.................................................,.X
................................................................................................................X.................O............XO............XOX............X..O.................................................,.X
................................................................................................................X..O.............XO...........OXO............XOX...........XX..O.........O.......................................,.X
................................................................................................................X.................O............XO.............OX.................................................................,.X
................................................................................................................X................XO...........OXO............XOX............X..O.................................................,.X
................................................................................................................X.................O............XO.............OX............X....................................................,.X
................................................................................................................X.................O............XO.............OX............X..O.................................................,.X
................................................................................................................XO.............X.XO...........OOOXO...........XXOX...............................................................,.X
................................................................................................................X..............X..............OOOXO............X.................................................................,.X
................................................................................................................X..............X.XO...........OOOXO............X.X...............................................................,.X
................................................................................................................X...............................O.O............X.................................................................,.X
................................................................................................................X..............X.X............OOOXO............X.................................................................,.X
................................................................................................................XO.............X.XO...........OOOXO...........XX.X...............................................................,.X
................................................................................................................XO.............X.XO...........OOOXO............X.X...............................................................,.X
................................................................................................................X..............X................O.O............X.................................................................,.X
................................................................................................................X..............X...............OO.O............X.................................................................,.X
................................................................................................................X..............X.XO...........OOOXO............X.................................................................,.X
................................................................................................................X..............X...............OOXO............X.................................................................,.X
................................................................................................................X...O..........X...............OO.............XX.................................................................,.X
................................................................................................................X...O..........X.O............XOO............OXX.................................................................,.X
................................................................................................................X...O..........X................O..............X.................................................................,.X
................................................................................................................X...O..........X...............OO..............X.................................................................,.X
................................................................................................................X...O..........X...............OO............OXX.................................................................,.X
................................................................................................................X...O..........X..............XOO............OXX.................................................................,.X
................................................................................................................X..XO..........X.O............XOO............OXX.................................................................,.X
................................................................................................................X..XO..........X.O............XOO............OXX..............O..................................................,.X
................................................................................................................X..XO..........X.O..........X.XOO............OXX...........O..O..................................................,.X
................................................................................................................X...O...........................O..............X.................................................................,.X
................................................................................................................X..XO..........X.O..........X.XOO............OXX..............O..................................................,.X
...............................................................................................................OX.............X.O.............OXO.........O.X.OX.............X...................................................,.X
...............................................................................................................OX.............X.O.............OXO.........O.X.OX............XX.O.................................................,.X
...............................................................................................................OX.............X.O.............OXO.........O.X..X.............X...................................................,.X
................................................................................................................X...............O.............OXO..............X.................................................................,.X
...............................................................................................................OX.............X.O.............OXO...........X..X.................................................................,.X
...............................................................................................................OX.............X.O.............OXO..............X.................................................................,.X
................................................................................................................X.............................O.O..............X.................................................................,.X
................................................................................................................X.............X.O.............OXO..............X.................................................................,.X
................................................................................................................X.............................OXO..............X.................................................................,.X
...............................................................................................................OX.............X.O.............OXO.........O.X..X.................................................................,.X
...............................................................................................................OX.............X.O.............OXO.........O.X.OX............XX...................................................,.X
................................................................................................................XX.............X...............OO............O.XO...............O...............X................................,.X
................................................................................................................X..............X...............OO..............X................O................................................,.X
..................................................................................O..............X..............XXOX...........X...............OO............O.XO...............O...............X................................,.X
.................................................................................................X..............XXOX...........X...............OO............O.XO...............O...............X................................,.X
................................................................................................................X..............X................O..............X................O................................................,.X
................................................................................................................X...............................O..............X................O................................................,.X
................................................................................................................XX.............X...............OO..............XO...............O...............X................................,.X
................................................................................................................XX.............X...............OO..............X................O................................................,.X
................................................................................................................XX.X...........X...............OO............O.XO...............O...............X................................,.X
................................................................................................................XX.............X...............OO..............XO...............O................................................,.X
................................................................................................................XXOX...........X...............OO............O.XO...............O...............X................................,.X
.................................................................................O...............O............X.XXO...........O.OO............X.X.............X..................................................................,.X
................................................................................................................X.O..............O............X...............X..................................................................,.X
.................................................................................................O..............X.O..............O............X.X.............X..................................................................,.X
.................................................................................O...............O..............X.O..............O............X.X.............X..................................................................,.X
.................................................................................O...............O............X.XXO.............OO............X.X.............X..................................................................,.X
.................................................................................................O..............X.O..............O............X...............X..................................................................,.X
................................................................................................................X.O..............O............................X..................................................................,.X
.................................................................................O...............O..............XXO.............OO............X.X.............X..................................................................,.X
.................................................................................O...............O..............XXO..............O............X.X.............X..................................................................,.X
................................................................................................................X.O..............................................................................................................,.XX
.................................................................................O...............O............X.XXO...........OXOO............X.X.............X..................................................................,.X
.................................................................................O...............O............X.XXO...........OXOO...........OX.X.............X..................................................................,.X
................................................................................................................X.O.............................O............X.X.................................................................,.OXOOO
................................................................................................................X.OX............O.............OXO...........XXOX...............O...............X.................................,.O
................................................................................................................X.O...........................O.O............X.X.................................................................,.OX
................................................................................................................X.O.............O.............OXO...........XX.X.................................................................,.OX
................................................................................................................X.O.............O.............OXO...........XXOX...............................X.................................,.O
................................................................................................................X.O.............O.............OXO...........XXOX...............O...............X.................................,.O
................................................................................................................X.O...........................OXO............X.X.................................................................,.OX
................................................................................................................X.OX............OO............OXO...........XXOX...............O...............X.................................,.O
................................................................................................................X.O.............O.............OXO............X.X.................................................................,.OX
................................................................................................................X.O.............................O..............X.................................................................,.OOOOXOXXOXXXXOXOXOXXXOOXOXXXXXOOOXXXOXXOOXOO.....XOOO
................................................................................................................X.O.............O.............OXO...........XXOX.................................................................,.OX
..................................................................................X.X............O..............X.O............X...............OO..............X.................................................................,.O
................................................................................................................X.O............X................O..............X.................................................................,.O
..................................................................................X.X............O..............X.O............X..............OOO..............X.................................................................,.O
..................................................................................X.X............O..............X.O............X.............XOOO..............X.................................................................,.O
..................................................................................X.X............O..............X.O............X.............XOOOOX............X.................................................................,.O
..................................................................................X..............O..............X.O............X...............OO..............X.................................................................,.O
..................................................................................X.X............O..............X.O............X.............XOOOO.............X.................................................................,.O
................................................................................................................X.O............X...............OO..............X.................................................................,.O
..................................................................................X.............................X.O............X...............OO..............X.................................................................,.O
..................................................................................X.X............O..............XOO............X.............XOOOOX............X.................................................................,.O
....................................................................................X.............O.............X.OO..............X...........O.OX.............X.................................................................,.O
....................................................................................X.............O.............X.OO..............XX..........O.OX.............X.................................................................,.O
....................................................................................X.............O.............X.O...............X...........O.OX.............X.................................................................,.O
....................................................................................X...........................X.O.............................O..............X.................................................................,.O
....................................................................................X...........................X.O...........................O.O..............X.................................................................,.O
....................................................................................X.............O.............X.O...........................O.OX.............X.................................................................,.O
....................................................................................X...........................X.O...........................O.OX.............X.................................................................,.O
....................................................................................X.............O.............X.OO..............XX..........O.OX.............X.............O...................................................,.O
....................................................................................X.............O.............X.OOX.............XXO.........O.OX.............X.............O...................................................,.O
....................................................................................X.............O.............X.OOX.............XX..........O.OX.............X.............O...................................................,.O
................................................................................................................X.O.O............OX.............OX............OXXX...............................................................,.O
................................................................................................................X.O.............................OX.............X.................................................................,.O
................................................................................................................X.OOO............OX.............OX............OXXX...............................................................,.O
................................................................................................................X.OOOX...........OX.............OX............OXXX...............................................................,.O
................................................................................................................X.O.O............O..............OX.............XXX...............................................................,.O
................................................................................................................X.O.O...........................OX.............X.X...............................................................,.O
................................................................................................................X.O.O............O..............OX............OXXX...............................................................,.O
................................................................................................................X.O.O...........................OX.............X.................................................................,.O
................................................................................................................X.OOOX...........OXO............OX............OXXX...............................................................,.O
................................................................................................................X.O.O............O..............OX.............X.X...............................................................,.O
..............................................................................................................X.X.O...........XOO...........O.OXO............OXX............................X....................................,.X
................................................................................................................X.O...........XOO...........O..XO............OXX............................X....................................,.X
................................................................................................................X.O.............................O.............XX.................................................................,.XOXXOXXXXOXOXOXXXOOXOXXXXXOOOXXXOXXOOXOO.....
................................................................................................................X.O...........XOO..............XO............OXX............................X....................................,.X
..............................................................................................................X.X.O...........XOO...........O..XO............OXX............................X....................................,.X
................................................................................................................X.O.............................O............OXX.................................................................,.X
................................................................................................................X.O...........XOO..............XO............OXX.................................................................,.X
................................................................................................................X.O............O...............XO............OXX.................................................................,.X
................................................................................................................X.O...........XO...............XO............OXX.................................................................,.X
................................................................................................................X.O............................XO............OXX.................................................................,.X
................................................................................................................X.O...........................O.O...........XOXX.................................................................,.O
................................................................................................................X.O...........................OXO...........XOXX............OO.............X.....................................,.O
................................................................................................................X.O...........................OXO...........XOXX............O..............X.....................................,.O
...............................................................................................................OX.O..........................XOXO...........XOXX............OO.............X.....................................,.O
................................................................................................................X.O...........................O.O...........X.XX.................................................................,.O
................................................................................................................X.O..........................XOXO...........XOXX............OO.............X.....................................,.O
................................................................................................................X.O...........................OXO...........XOXX.................................................................,.O
................................................................................................................X.O...........................O.O.............XX.................................................................,.OXX
................................................................................................................X.O...........................OXO...........XOXX............O....................................................,.O
................................................................................................................X.O...........................O.OX...........OXX.................................................................,.X
................................................................................................................X.O.............O.............O.OX...........OXX.X...............................................................,.X
................................................................................................................X.O.............O...........O.O.OX..........XOXX.X.........................X.....................................,.X
................................................................................................................X.O...........................O.OX...........OXX.X...............................................................,.X
................................................................................................................X.O.............O...........O.O.OX..........XOXX.X...........O.............X.....................................,.X
................................................................................................................X.O...........................O.OX............XX.................................................................,.XX
................................................................................................................X.O.............O.............O.OX..........XOXX.X...............................................................,.X
................................................................................................................X.O.............O...........O.O.OX..........XOXX.X...............................................................,.X
..................................................................................................O.X...........X.O.............O...........X.O.OX............XXO................................................................,.X
................................................................................................................X.O.............O.............O.OX............XX.................................................................,.X
..................................................................................X...............O.X...........X.O.............O...........X.O.OX............XXO................................................................,.X
....................................................................................................X...........X.O.............O...........X.O.OX............XXO................................................................,.X
..................................................................................X...............O.X...........X.O.............O..O........X.O.OX............XXO................................................................,.X
....................................................................................................X...........X.O.............O.............O.OX............XXO................................................................,.X
....................................................................................................X...........X.O.............O.............O.OX............XX.................................................................,.X
..................................................................................O..............X.O...........OX.O..........X.XX...............O............OXX.................................................................,.O
...................................................................................................O............X.O............X................O............OXX.................................................................,.O
..................................................................................O..............X.O............X.O............X................O............OXX.................................................................,.O
.................................................................................................X.O............X.O............X................O............OXX.................................................................,.O
..................................................................................O..............X.O...........OX.O..........X.X................O............OXX.................................................................,.O
...................................................................................................O............X.O............X................O.............XX.................................................................,.O
..................................................................................O..............X.O...........OX.O..........XOXX...............O............OXX.................................................................,.O
..................................................................................O..............X.O............X.O..........X.X................O............OXX.................................................................,.O
...................................................................................................O............X.O.............................O.............XX.................................................................,.OX
...................................................................................................O............X.O.............................O............XXXO................................................................,.X
...................................................................................................O............X.O...........X...............O.O..........OXXXXO................................................................,.X
...................................................................................................O............X.O...........X...............O.O............XXXO................................................................,.X
..................................................................................................OO............X.O...........X.............X.O.O..........OXXXXO................................................................,.X
...................................................................................................O............X.O...........X.................O............XXXO................................................................,.X
...................................................................................................O............X.O.............................O............XXX.................................................................,.X
...................................................................................................O............X.O...........X...............O.O...........XXXXO................................................................,.X
...................................................................................................O............X.O...........X.............X.O.O..........OXXXXO................................................................,.X
................................................................................................................X.O...........X.O...........X.O.O.........OOXXXXO................................................................,.X
................................................................................................................X.O...........X.O.............O.O..........OXXXXO................................................................,.X
................................................................................................................X.O...........X.O.............O.O...........XXXXO................................................................,.X
................................................................................................................X.O.............O...............O.............XX.................................................................,.X
................................................................................................................X.O...........X.O...........X.O.O..........OXXXXO................................................................,.X
................................................................................................................X.O.............O...............O............XXX.................................................................,.X
................................................................................................................X.O...........X.O.............O.O............XXXO................................................................,.X
................................................................................................................X.O.............O...............O............XXXO................................................................,.X
