black,white,b_time,w_time,winner,rounds
Jane,Emma,3.5324293999999985,5.2755742,Emma,15
Emma,Jane,11.0626675,16.8886887,Jane,35
Jane,Emma,3.5547584999999913,8.151650100000005,Emma,15
Emma,Jane,19.32268920000002,22.851205799999953,Jane,57
Jane,Emma,15.246269999999996,7.978394800000004,Emma,35
Emma,Jane,12.052519699999962,5.361224800000002,Emma,28
Jane,Emma,19.61968619999999,17.23879249999996,Jane,40
Emma,Jane,27.379567300000048,27.089743299999952,draw,59
Jane,Emma,40.52503599999997,23.70825080000003,draw,59
Emma,Jane,31.80611190000019,26.333203099999764,draw,59
Jane,Emma,10.823715899999968,9.311814099999879,Jane,24
Emma,Jane,10.407033900000044,13.49113120000004,Jane,33
Jane,Emma,9.857308000000273,29.0650445,draw,59
Emma,Jane,6.308412599999883,6.472001400000011,Emma,26
Jane,Emma,34.682018999999855,40.64753669999999,draw,59
Emma,Jane,14.958050100000037,18.797983600000066,Jane,47
Jane,Emma,34.43558430000007,22.90430920000017,draw,59
Emma,Jane,23.314911399999914,18.465767999999798,Jane,57
Jane,Emma,15.71777459999987,13.362881100000209,Emma,33
Emma,Jane,6.693733199999883,12.691858400000228,Jane,29
Philip,Emma,10.929838099999998,25.44435099999999,draw,59
Emma,Philip,9.7730319,8.636431299999998,Emma,48
Philip,Emma,14.427007499999995,17.210903699999996,draw,59
Emma,Philip,34.65979550000007,8.665183699999986,draw,59
Philip,Emma,15.558848000000012,28.08315870000007,draw,59
Emma,Philip,10.659873799999986,11.104819600000042,Philip,37
Philip,Emma,17.533539599999983,24.510996899999952,draw,59
Emma,Philip,27.542552200000074,15.57203390000015,draw,59
Philip,Emma,18.62220700000006,23.44645879999996,draw,59
Emma,Philip,22.140021799999943,20.010802000000126,draw,59
Philip,Emma,13.169682000000023,29.004067999999847,draw,59
Emma,Philip,20.30130120000001,11.638583999999867,Emma,50
Philip,Emma,4.081801300000052,8.670467100000053,Emma,21
Emma,Philip,33.46994289999998,10.916747899999791,draw,59
Philip,Emma,6.730170899999905,8.549028100000044,Philip,26
Emma,Philip,21.41372149999978,14.53890060000009,draw,59
Philip,Emma,21.890216399999986,37.374033900000086,draw,59
Emma,Philip,35.31770170000004,17.68087719999994,draw,59
Philip,Emma,13.21937550000007,27.05610649999994,draw,59
Emma,Philip,23.594900899999857,13.156578399999944,draw,59
Eric,Emma,7.605543400000004,19.950569699999996,draw,59
Emma,Eric,4.910293299999989,2.1357005000000058,Eric,19
Eric,Emma,6.438362699999985,8.66083080000002,Eric,36
Emma,Eric,6.8619761,4.149508900000008,Emma,22
Eric,Emma,7.134145199999963,26.651148499999998,draw,59
Emma,Eric,12.874580299999977,12.15244819999998,Eric,45
Eric,Emma,7.4217094999999915,29.38200749999993,draw,59
Emma,Eric,20.677234199999987,3.8700232000000483,Eric,49
Eric,Emma,5.234374000000031,7.832331500000038,Emma,25
Emma,Eric,9.53592480000006,2.506546600000007,Emma,22
Eric,Emma,10.772063499999945,12.782833700000026,Eric,42
Emma,Eric,11.724472700000007,6.667357900000013,Emma,28
Eric,Emma,15.224421899999925,30.729695400000054,draw,59
Emma,Eric,23.037164900000164,12.661215900000002,draw,59
Eric,Emma,11.059954900000093,32.29202830000003,draw,59
Emma,Eric,16.11102749999992,8.19526900000011,Emma,36
Eric,Emma,5.8227055999998925,9.085628299999996,Emma,25
Emma,Eric,8.369761499999868,4.497892400000012,Emma,22
Eric,Emma,14.890272800000105,19.535923899999773,draw,59
Emma,Eric,17.680207099999848,5.968902700000115,Eric,45
Eric,Jane,6.918581499999995,23.52365810000001,draw,59
Jane,Eric,3.2993938000000007,2.937141899999986,Eric,17
Eric,Jane,6.951109299999992,14.008874999999996,Jane,45
Jane,Eric,3.7042268000000007,6.548212900000038,Jane,36
Eric,Jane,3.9116285000000204,20.072198799999995,Jane,53
Jane,Eric,10.300246399999992,4.087948699999984,Jane,30
Eric,Jane,3.5559858000000446,17.145638499999976,Jane,35
Jane,Eric,21.667587700000055,4.380795899999967,Jane,36
Eric,Jane,9.616132100000101,6.589222300000017,Jane,35
Jane,Eric,4.098269899999963,2.968111700000037,Eric,17
Eric,Jane,13.124377699999854,18.08612800000003,draw,59
Jane,Eric,6.888246799999962,6.046100299999978,Jane,30
Eric,Jane,7.427671799999956,4.641262000000012,Eric,28
Jane,Eric,44.12203620000017,7.4998585000001015,draw,59
Eric,Jane,10.055016399999943,15.951835900000049,Jane,45
Jane,Eric,15.144072799999833,5.386622299999999,Jane,32
Eric,Jane,4.1621631000001,2.7564117999999667,Eric,22
Jane,Eric,17.608955600000115,6.070924800000057,Jane,32
Eric,Jane,3.90037760000007,9.593134099999872,Jane,27
Jane,Eric,24.12280140000024,12.432714099999941,draw,59
Philip,Eric,4.994617700000003,7.758097299999999,Philip,42
Eric,Philip,2.3465733999999987,8.923957600000008,Eric,38
